epoch,train_loss,val_recall,val_ndcg,epoch_time_s
1,7.39167809107947,0.5401060656281074,0.29804355686382566,46.38648223876953
2,7.108849280725711,0.5710971163407358,0.32385679389671485,43.7031090259552
3,6.866449515024821,0.6226383824991714,0.3543570695373064,48.94923281669617
4,6.6582696374762,0.6688763672522373,0.39395756310082664,41.814313888549805
5,6.545224812926438,0.6872721246271131,0.40593021268495477,41.40107798576355
6,6.411702776712085,0.7069937023533311,0.4247997530588243,42.81896114349365
7,6.260438639020163,0.726881007623467,0.446651819493154,42.78807234764099
8,6.12409807891442,0.7456082200861783,0.47422822181768637,42.184622049331665
9,6.035747654223568,0.763175339741465,0.49062150017848977,43.27451229095459
10,5.918530615549239,0.7752734504474643,0.5043977181476945,41.70253396034241
11,5.8404534481189865,0.7741133576400397,0.5122704947582105,42.16502285003662
12,5.789506258787932,0.7819025522041764,0.5150396801634598,42.78284788131714
13,5.716910226004464,0.7921776599270799,0.5228069704278919,41.64582800865173
14,5.660539072026651,0.7896917467683129,0.5256787790757286,43.043904066085815
15,5.621090238056485,0.797812396420285,0.5326167628069804,46.0547890663147
16,5.541214362654106,0.7898574743122307,0.5310585252108827,43.4191529750824
17,5.51963571013597,0.801126947298641,0.5401241799991029,41.49686002731323
18,5.487061326465909,0.8032814053695724,0.5462563330052662,46.061968088150024
19,5.419107129334142,0.807756049055353,0.55650726062976,44.81292986869812
20,5.394519202923648,0.8092475969506132,0.5520651708622208,43.250240087509155
21,5.382010540634236,0.8183626118660922,0.5587775481854909,43.26934194564819
22,5.350789297194708,0.805270135896586,0.5453598740117938,42.90628123283386
23,5.3234895019934925,0.8162081537951608,0.5556983932150215,45.14342284202576
24,5.3017137517374024,0.8243288034471329,0.5646903675523315,43.07817196846008
25,5.302821996981505,0.8188597944978455,0.5585518375247955,45.666924238204956
26,5.289399434649755,0.8188597944978455,0.5673912862671969,47.03574562072754
27,5.240910608301718,0.813556513092476,0.5656213070340782,41.71067428588867
28,5.2241166432698565,0.8191912495856811,0.5668208394203277,45.586214780807495
29,5.194935987866114,0.8190255220417634,0.5658970316009212,43.44422674179077
30,5.195815389118497,0.8259860788863109,0.5768566495644122,45.45442485809326
31,5.164133041624039,0.8172025190586676,0.5687508681260967,45.646381855010986
32,5.146029573268991,0.8286377195889957,0.5731619396512484,48.086313009262085
33,5.1272990060231045,0.8279748094133245,0.5749417180330962,43.05041217803955
34,5.121070190712258,0.8311236327477627,0.5775580928487073,49.797672748565674
35,5.107663056207081,0.8268147166058999,0.574296578697056,44.95857787132263
36,5.1026629745644865,0.8286377195889957,0.5823792109447127,50.63458180427551
37,5.075547753187714,0.8351010938017899,0.582014738353407,45.45259404182434
38,5.075410265140433,0.8283062645011601,0.5798024233407406,49.72560906410217
39,5.069121994038738,0.8312893602916804,0.5812080932230483,48.34358596801758
40,5.067525679472262,0.8364269141531323,0.582485826940055,44.44929909706116
41,5.0255122386589255,0.8412330129267485,0.5869514270786591,47.993061780929565
42,5.033802625363466,0.83659264169705,0.5851618249666931,49.63709807395935
43,5.005174747850529,0.8327809081869406,0.5830527220889412,44.91353487968445
44,4.9821125540153055,0.8395757374875704,0.582699104672329,47.779558181762695
45,4.9614716408744695,0.8352668213457076,0.588387076399562,44.93590593338013
46,4.975458886888292,0.8369240967848857,0.5883627766681019,45.45121788978577
47,4.959890620418326,0.8276433543254889,0.5822854631814572,43.82999515533447
48,4.959399420117575,0.8317865429234339,0.5842269073114287,45.385343074798584
49,4.955023238267848,0.8329466357308585,0.580711944446993,44.78877115249634
50,4.91781258961511,0.8332780908186941,0.5877888251876696,46.265368700027466
